Geo_FIPS,Geo_NAME,Geo_QNAME,SE_T006_001,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005
100199999,Autauga County,"Autauga County, Alabama",628,663,788,1084,1288
100399999,Baldwin County,"Baldwin County, Alabama",494,643,762,1123,1318
100599999,Barbour County,"Barbour County, Alabama",492,495,670,834,895
100799999,Bibb County,"Bibb County, Alabama",545,652,773,1015,1142
100999999,Blount County,"Blount County, Alabama",545,652,773,1015,1142
101199999,Bullock County,"Bullock County, Alabama",481,505,599,791,1061
101399999,Butler County,"Butler County, Alabama",453,456,599,870,894
101599999,Calhoun County,"Calhoun County, Alabama",491,513,675,872,908
101799999,Chambers County,"Chambers County, Alabama",511,514,696,867,1034
101999999,Cherokee County,"Cherokee County, Alabama",481,500,599,883,894
102199999,Chilton County,"Chilton County, Alabama",423,475,599,802,1061
102399999,Choctaw County,"Choctaw County, Alabama",520,523,708,882,1056
102599999,Clarke County,"Clarke County, Alabama",461,464,599,836,891
102799999,Clay County,"Clay County, Alabama",445,448,599,803,806
102999999,Cleburne County,"Cleburne County, Alabama",510,514,695,866,929
103199999,Coffee County,"Coffee County, Alabama",477,480,616,835,863
103399999,Colbert County,"Colbert County, Alabama",474,477,609,813,816
103599999,Conecuh County,"Conecuh County, Alabama",459,462,599,883,886
103799999,Coosa County,"Coosa County, Alabama",481,505,599,746,801
103999999,Covington County,"Covington County, Alabama",460,463,599,866,961
104199999,Crenshaw County,"Crenshaw County, Alabama",440,443,599,845,894
104399999,Cullman County,"Cullman County, Alabama",490,500,611,770,817
104599999,Dale County,"Dale County, Alabama",400,470,600,874,1050
104799999,Dallas County,"Dallas County, Alabama",382,443,599,766,977
104999999,DeKalb County,"DeKalb County, Alabama",418,543,703,879,1121
105199999,Elmore County,"Elmore County, Alabama",628,663,788,1084,1288
105399999,Escambia County,"Escambia County, Alabama",484,505,599,746,870
105599999,Etowah County,"Etowah County, Alabama",370,478,622,775,874
105799999,Fayette County,"Fayette County, Alabama",481,505,599,786,1061
105999999,Franklin County,"Franklin County, Alabama",440,443,599,746,894
106199999,Geneva County,"Geneva County, Alabama",461,493,635,847,1047
106399999,Greene County,"Greene County, Alabama",450,572,757,950,1079
106599999,Hale County,"Hale County, Alabama",450,572,757,950,1079
106799999,Henry County,"Henry County, Alabama",435,465,599,883,987
106999999,Houston County,"Houston County, Alabama",461,493,635,847,1047
107199999,Jackson County,"Jackson County, Alabama",481,505,599,746,820
107399999,Jefferson County,"Jefferson County, Alabama",545,652,773,1015,1142
107599999,Lamar County,"Lamar County, Alabama",481,505,599,746,894
107799999,Lauderdale County,"Lauderdale County, Alabama",474,477,609,813,816
107999999,Lawrence County,"Lawrence County, Alabama",457,552,655,908,936
108199999,Lee County,"Lee County, Alabama",597,601,813,1119,1374
108399999,Limestone County,"Limestone County, Alabama",515,576,711,978,1033
108599999,Lowndes County,"Lowndes County, Alabama",628,663,788,1084,1288
108799999,Macon County,"Macon County, Alabama",440,443,599,746,848
108999999,Madison County,"Madison County, Alabama",515,576,711,978,1033
109199999,Marengo County,"Marengo County, Alabama",475,478,599,796,801
109399999,Marion County,"Marion County, Alabama",481,491,599,869,872
109599999,Marshall County,"Marshall County, Alabama",447,450,599,825,828
109799999,Mobile County,"Mobile County, Alabama",624,652,773,1036,1191
109999999,Monroe County,"Monroe County, Alabama",481,505,599,883,1061
110199999,Montgomery County,"Montgomery County, Alabama",628,663,788,1084,1288
110399999,Morgan County,"Morgan County, Alabama",457,552,655,908,936
110599999,Perry County,"Perry County, Alabama",459,462,599,874,894
110799999,Pickens County,"Pickens County, Alabama",440,443,599,746,801
110999999,Pike County,"Pike County, Alabama",489,510,605,888,891
111199999,Randolph County,"Randolph County, Alabama",486,489,619,771,827
111399999,Russell County,"Russell County, Alabama",536,628,745,1026,1319
111599999,St. Clair County,"St. Clair County, Alabama",545,652,773,1015,1142
111799999,Shelby County,"Shelby County, Alabama",545,652,773,1015,1142
111999999,Sumter County,"Sumter County, Alabama",487,512,607,756,852
112199999,Talladega County,"Talladega County, Alabama",443,446,603,823,826
112399999,Tallapoosa County,"Tallapoosa County, Alabama",472,475,599,816,819
112599999,Tuscaloosa County,"Tuscaloosa County, Alabama",450,572,757,950,1079
112799999,Walker County,"Walker County, Alabama",491,502,608,840,1021
112999999,Washington County,"Washington County, Alabama",481,505,599,883,899
113199999,Wilcox County,"Wilcox County, Alabama",440,443,599,746,801
113399999,Winston County,"Winston County, Alabama",481,505,599,820,1061
201399999,Aleutians East Borough,"Aleutians East Borough, Alaska",599,703,834,1039,1204
201699999,Aleutians West Census Area,"Aleutians West Census Area, Alaska",876,1088,1472,1833,2126
202099999,Anchorage Municipality,"Anchorage Municipality, Alaska",809,936,1199,1767,2124
205099999,Bethel Census Area,"Bethel Census Area, Alaska",832,953,1289,1605,1723
206099999,Bristol Bay Borough,"Bristol Bay Borough, Alaska",778,800,1083,1457,1462
206899999,Denali Borough,"Denali Borough, Alaska",967,1135,1346,1983,1990
207099999,Dillingham Census Area,"Dillingham Census Area, Alaska",758,891,1056,1315,1525
209099999,Fairbanks North Star Borough,"Fairbanks North Star Borough, Alaska",819,1018,1377,2029,2365
210099999,Haines Borough,"Haines Borough, Alaska",657,741,915,1348,1353
210599999,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, Alaska",548,564,763,950,1178
211099999,Juneau City and Borough,"Juneau City and Borough, Alaska",769,933,1262,1652,1963
212299999,Kenai Peninsula Borough,"Kenai Peninsula Borough, Alaska",664,704,882,1105,1445
213099999,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, Alaska",653,843,1097,1616,1754
215099999,Kodiak Island Borough,"Kodiak Island Borough, Alaska",675,795,994,1465,1761
216499999,Lake and Peninsula Borough,"Lake and Peninsula Borough, Alaska",531,623,739,993,1309
217099999,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, Alaska",658,761,1007,1484,1784
218099999,Nome Census Area,"Nome Census Area, Alaska",807,1003,1357,1690,1813
218599999,North Slope Borough,"North Slope Borough, Alaska",734,925,1097,1366,1759
218899999,Northwest Arctic Borough,"Northwest Arctic Borough, Alaska",1019,1064,1261,1571,1685
219599999,Petersburg Census Area,"Petersburg Census Area, Alaska",694,715,967,1204,1713
219899999,Prince of Wales-Hyder Census Area,"Prince of Wales-Hyder Census Area, Alaska",664,668,904,1126,1208
222099999,Sitka City and Borough,"Sitka City and Borough, Alaska",807,856,1158,1613,1672
223099999,Skagway Municipality,"Skagway Municipality, Alaska",857,1007,1194,1487,1724
224099999,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, Alaska",623,736,976,1216,1678
226199999,Valdez-Cordova Census Area,"Valdez-Cordova Census Area, Alaska",771,815,1019,1435,1550
227099999,Wade Hampton Census Area,"Wade Hampton Census Area, Alaska",624,733,869,1082,1255
227599999,Wrangell City and Borough,"Wrangell City and Borough, Alaska",596,648,830,1223,1227
228299999,Yakutat City and Borough,"Yakutat City and Borough, Alaska",625,679,870,1282,1541
229099999,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, Alaska",593,609,734,914,1139
400199999,Apache County,"Apache County, Arizona",389,475,643,805,967
400399999,Cochise County,"Cochise County, Arizona",581,600,751,1085,1330
400599999,Coconino County,"Coconino County, Arizona",710,825,1033,1311,1671
400799999,Gila County,"Gila County, Arizona",597,622,838,1210,1420
400999999,Graham County,"Graham County, Arizona",454,641,763,1124,1128
401199999,Greenlee County,"Greenlee County, Arizona",458,475,643,801,859
401299999,La Paz County,"La Paz County, Arizona",536,556,752,937,1167
401399999,Maricopa County,"Maricopa County, Arizona",582,735,908,1338,1563
401599999,Mohave County,"Mohave County, Arizona",477,589,752,1019,1180
401799999,Navajo County,"Navajo County, Arizona",534,537,727,1025,1036
401999999,Pima County,"Pima County, Arizona",489,611,822,1207,1436
402199999,Pinal County,"Pinal County, Arizona",582,735,908,1338,1563
402399999,Santa Cruz County,"Santa Cruz County, Arizona",544,615,763,962,1351
402599999,Yavapai County,"Yavapai County, Arizona",555,630,796,1173,1240
402799999,Yuma County,"Yuma County, Arizona",605,647,854,1258,1441
500199999,Arkansas County,"Arkansas County, Arkansas",435,438,592,737,840
500399999,Ashley County,"Ashley County, Arkansas",429,432,584,791,794
500599999,Baxter County,"Baxter County, Arkansas",449,456,608,891,1077
500799999,Benton County,"Benton County, Arkansas",490,559,719,1059,1249
500999999,Boone County,"Boone County, Arkansas",438,441,597,834,1002
501199999,Bradley County,"Bradley County, Arkansas",411,432,584,848,851
501399999,Calhoun County,"Calhoun County, Arkansas",458,461,624,777,944
501599999,Carroll County,"Carroll County, Arkansas",455,458,607,791,811
501799999,Chicot County,"Chicot County, Arkansas",431,434,584,861,1034
501999999,Clark County,"Clark County, Arkansas",440,443,584,774,780
502199999,Clay County,"Clay County, Arkansas",429,432,584,758,800
502399999,Cleburne County,"Cleburne County, Arkansas",472,475,609,800,934
502599999,Cleveland County,"Cleveland County, Arkansas",409,482,641,803,982
502799999,Columbia County,"Columbia County, Arkansas",429,432,584,822,825
502999999,Conway County,"Conway County, Arkansas",464,467,632,787,1025
503199999,Craighead County,"Craighead County, Arkansas",381,506,626,879,883
503399999,Crawford County,"Crawford County, Arkansas",484,487,638,850,958
503599999,Crittenden County,"Crittenden County, Arkansas",614,702,832,1137,1267
503799999,Cross County,"Cross County, Arkansas",489,493,636,875,1061
503999999,Dallas County,"Dallas County, Arkansas",455,493,584,861,1021
504199999,Desha County,"Desha County, Arkansas",429,432,584,802,1005
504399999,Drew County,"Drew County, Arkansas",429,432,584,840,1034
504599999,Faulkner County,"Faulkner County, Arkansas",536,619,744,1040,1155
504799999,Franklin County,"Franklin County, Arkansas",457,460,623,803,936
504999999,Fulton County,"Fulton County, Arkansas",429,432,584,727,884
505199999,Garland County,"Garland County, Arkansas",473,588,795,1058,1298
505399999,Grant County,"Grant County, Arkansas",421,493,584,861,1034
505599999,Greene County,"Greene County, Arkansas",393,466,627,870,1111
505799999,Hempstead County,"Hempstead County, Arkansas",455,477,584,727,949
505999999,Hot Spring County,"Hot Spring County, Arkansas",472,510,605,806,935
506199999,Howard County,"Howard County, Arkansas",390,432,584,767,945
506399999,Independence County,"Independence County, Arkansas",433,436,590,747,947
506599999,Izard County,"Izard County, Arkansas",429,432,584,727,802
506799999,Jackson County,"Jackson County, Arkansas",429,432,584,861,1034
506999999,Jefferson County,"Jefferson County, Arkansas",409,482,641,803,982
507199999,Johnson County,"Johnson County, Arkansas",445,448,601,749,921
507399999,Lafayette County,"Lafayette County, Arkansas",429,432,584,861,884
507599999,Lawrence County,"Lawrence County, Arkansas",429,432,584,777,929
507799999,Lee County,"Lee County, Arkansas",472,510,605,775,809
507999999,Lincoln County,"Lincoln County, Arkansas",409,482,641,803,982
508199999,Little River County,"Little River County, Arkansas",418,432,584,727,1034
508399999,Logan County,"Logan County, Arkansas",347,432,584,727,814
508599999,Lonoke County,"Lonoke County, Arkansas",536,619,744,1040,1155
508799999,Madison County,"Madison County, Arkansas",490,559,719,1059,1249
508999999,Marion County,"Marion County, Arkansas",429,432,584,727,855
509199999,Miller County,"Miller County, Arkansas",479,622,764,952,1021
509399999,Mississippi County,"Mississippi County, Arkansas",378,447,605,804,892
509599999,Monroe County,"Monroe County, Arkansas",429,432,584,794,1004
509799999,Montgomery County,"Montgomery County, Arkansas",429,432,584,727,884
509999999,Nevada County,"Nevada County, Arkansas",429,432,584,754,1014
510199999,Newton County,"Newton County, Arkansas",429,432,584,727,884
510399999,Ouachita County,"Ouachita County, Arkansas",450,452,584,752,780
510599999,Perry County,"Perry County, Arkansas",536,619,744,1040,1155
510799999,Phillips County,"Phillips County, Arkansas",429,432,584,861,953
510999999,Pike County,"Pike County, Arkansas",443,446,584,727,884
511199999,Poinsett County,"Poinsett County, Arkansas",366,446,584,856,1008
511399999,Polk County,"Polk County, Arkansas",448,451,584,782,785
511599999,Pope County,"Pope County, Arkansas",456,459,614,838,1087
511799999,Prairie County,"Prairie County, Arkansas",455,493,584,861,1034
511999999,Pulaski County,"Pulaski County, Arkansas",536,619,744,1040,1155
512199999,Randolph County,"Randolph County, Arkansas",429,432,584,745,884
512399999,St. Francis County,"St. Francis County, Arkansas",472,493,584,813,935
512599999,Saline County,"Saline County, Arkansas",536,619,744,1040,1155
512799999,Scott County,"Scott County, Arkansas",429,432,584,727,884
512999999,Searcy County,"Searcy County, Arkansas",429,432,584,727,780
513199999,Sebastian County,"Sebastian County, Arkansas",484,487,638,850,958
513399999,Sevier County,"Sevier County, Arkansas",455,463,584,750,819
513599999,Sharp County,"Sharp County, Arkansas",429,432,584,768,876
513799999,Stone County,"Stone County, Arkansas",429,432,584,750,884
513999999,Union County,"Union County, Arkansas",485,489,661,823,944
514199999,Van Buren County,"Van Buren County, Arkansas",455,493,584,741,884
514399999,Washington County,"Washington County, Arkansas",490,559,719,1059,1249
514599999,White County,"White County, Arkansas",453,456,617,909,956
514799999,Woodruff County,"Woodruff County, Arkansas",429,432,584,861,884
514999999,Yell County,"Yell County, Arkansas",429,432,584,861,1034
600199999,Alameda County,"Alameda County, California",1039,1260,1585,2213,2716
600399999,Alpine County,"Alpine County, California",595,605,818,1019,1320
600599999,Amador County,"Amador County, California",587,729,986,1308,1592
600799999,Butte County,"Butte County, California",527,660,870,1242,1541
600999999,Calaveras County,"Calaveras County, California",642,699,882,1300,1562
601199999,Colusa County,"Colusa County, California",569,573,775,1142,1373
601399999,Contra Costa County,"Contra Costa County, California",1039,1260,1585,2213,2716
601599999,Del Norte County,"Del Norte County, California",613,617,835,1230,1343
601799999,El Dorado County,"El Dorado County, California",676,806,1012,1491,1792
601999999,Fresno County,"Fresno County, California",649,676,853,1199,1399
602199999,Glenn County,"Glenn County, California",570,574,777,1121,1376
602399999,Humboldt County,"Humboldt County, California",630,692,933,1375,1600
602599999,Imperial County,"Imperial County, California",476,579,748,1102,1325
602799999,Inyo County,"Inyo County, California",728,758,901,1328,1596
602999999,Kern County,"Kern County, California",631,636,832,1220,1474
603199999,Kings County,"Kings County, California",504,596,807,1147,1206
603399999,Lake County,"Lake County, California",626,630,853,1257,1270
603599999,Lassen County,"Lassen County, California",646,683,924,1292,1297
603799999,Los Angeles County,"Los Angeles County, California",913,1103,1424,1926,2145
603999999,Madera County,"Madera County, California",647,651,881,1280,1404
604199999,Marin County,"Marin County, California",1256,1635,2062,2801,3386
604399999,Mariposa County,"Mariposa County, California",611,621,840,1046,1356
604599999,Mendocino County,"Mendocino County, California",811,869,1147,1580,1910
604799999,Merced County,"Merced County, California",498,577,759,1118,1344
604999999,Modoc County,"Modoc County, California",468,542,643,948,1131
605199999,Mono County,"Mono County, California",842,962,1141,1421,1842
605399999,Monterey County,"Monterey County, California",879,987,1244,1814,2029
605599999,Napa County,"Napa County, California",902,1131,1513,2159,2166
605799999,Nevada County,"Nevada County, California",1016,1023,1355,1997,2309
605999999,Orange County,"Orange County, California",1117,1283,1608,2250,2505
606199999,Placer County,"Placer County, California",676,806,1012,1491,1792
606399999,Plumas County,"Plumas County, California",512,636,861,1072,1416
606599999,Riverside County,"Riverside County, California",788,908,1153,1629,1987
606799999,Sacramento County,"Sacramento County, California",676,806,1012,1491,1792
606999999,San Benito County,"San Benito County, California",761,945,1279,1885,2265
607199999,San Bernardino County,"San Bernardino County, California",788,908,1153,1629,1987
607399999,San Diego County,"San Diego County, California",964,1060,1390,2021,2462
607599999,San Francisco County,"San Francisco County, California",1256,1635,2062,2801,3386
607799999,San Joaquin County,"San Joaquin County, California",605,721,946,1394,1675
607999999,San Luis Obispo County,"San Luis Obispo County, California",877,1014,1309,1929,2011
608199999,San Mateo County,"San Mateo County, California",1256,1635,2062,2801,3386
608399999,Santa Barbara County,"Santa Barbara County, California",1060,1218,1460,1951,2259
608599999,Santa Clara County,"Santa Clara County, California",1213,1419,1809,2551,2892
608799999,Santa Cruz County,"Santa Cruz County, California",1073,1298,1756,2263,2525
608999999,Shasta County,"Shasta County, California",702,722,907,1337,1490
609199999,Sierra County,"Sierra County, California",757,769,1040,1533,1679
609399999,Siskiyou County,"Siskiyou County, California",522,622,794,1158,1303
609599999,Solano County,"Solano County, California",765,964,1207,1779,2115
609799999,Sonoma County,"Sonoma County, California",898,1047,1370,2019,2367
609999999,Stanislaus County,"Stanislaus County, California",583,720,923,1360,1578
610199999,Sutter County,"Sutter County, California",551,664,850,1228,1454
610399999,Tehama County,"Tehama County, California",467,580,785,1107,1269
610599999,Trinity County,"Trinity County, California",551,554,741,1092,1312
610799999,Tulare County,"Tulare County, California",577,592,771,1136,1321
610999999,Tuolumne County,"Tuolumne County, California",580,704,952,1403,1408
611199999,Ventura County,"Ventura County, California",969,1158,1555,2148,2486
611399999,Yolo County,"Yolo County, California",757,818,1105,1628,1899
611599999,Yuba County,"Yuba County, California",551,664,850,1228,1454
800199999,Adams County,"Adams County, Colorado",723,893,1156,1696,1967
800399999,Alamosa County,"Alamosa County, Colorado",528,550,654,815,874
800599999,Arapahoe County,"Arapahoe County, Colorado",723,893,1156,1696,1967
800799999,Archuleta County,"Archuleta County, Colorado",618,622,807,1055,1078
800999999,Baca County,"Baca County, Colorado",519,542,643,948,987
801199999,Bent County,"Bent County, Colorado",472,475,643,801,987
801399999,Boulder County,"Boulder County, Colorado",857,996,1232,1815,2157
801499999,Broomfield County,"Broomfield County, Colorado",723,893,1156,1696,1967
801599999,Chaffee County,"Chaffee County, Colorado",571,575,778,1146,1336
801799999,Cheyenne County,"Cheyenne County, Colorado",472,475,643,881,987
801999999,Clear Creek County,"Clear Creek County, Colorado",723,893,1156,1696,1967
802199999,Conejos County,"Conejos County, Colorado",519,542,643,801,859
802399999,Costilla County,"Costilla County, Colorado",519,542,643,948,951
802599999,Crowley County,"Crowley County, Colorado",472,475,643,805,1139
802799999,Custer County,"Custer County, Colorado",472,475,643,837,987
802999999,Delta County,"Delta County, Colorado",575,579,783,975,1350
803199999,Denver County,"Denver County, Colorado",723,893,1156,1696,1967
803399999,Dolores County,"Dolores County, Colorado",519,542,643,948,987
803599999,Douglas County,"Douglas County, Colorado",723,893,1156,1696,1967
803799999,Eagle County,"Eagle County, Colorado",879,885,1198,1550,1970
803999999,Elbert County,"Elbert County, Colorado",723,893,1156,1696,1967
804199999,El Paso County,"El Paso County, Colorado",531,659,856,1261,1516
804399999,Fremont County,"Fremont County, Colorado",561,578,695,999,1077
804599999,Garfield County,"Garfield County, Colorado",779,784,1061,1326,1879
804799999,Gilpin County,"Gilpin County, Colorado",723,893,1156,1696,1967
804999999,Grand County,"Grand County, Colorado",633,637,862,1207,1211
805199999,Gunnison County,"Gunnison County, Colorado",576,653,883,1100,1478
805399999,Hinsdale County,"Hinsdale County, Colorado",653,657,853,1169,1309
805599999,Huerfano County,"Huerfano County, Colorado",479,482,652,812,871
805799999,Jackson County,"Jackson County, Colorado",562,565,734,914,1127
805999999,Jefferson County,"Jefferson County, Colorado",723,893,1156,1696,1967
806199999,Kiowa County,"Kiowa County, Colorado",514,518,672,837,966
806399999,Kit Carson County,"Kit Carson County, Colorado",472,475,643,801,1134
806599999,Lake County,"Lake County, Colorado",665,720,974,1213,1495
806799999,La Plata County,"La Plata County, Colorado",695,740,921,1248,1604
806999999,Larimer County,"Larimer County, Colorado",600,742,893,1316,1582
807199999,Las Animas County,"Las Animas County, Colorado",516,520,703,978,982
807399999,Lincoln County,"Lincoln County, Colorado",500,504,643,801,987
807599999,Logan County,"Logan County, Colorado",394,489,662,824,978
807799999,Mesa County,"Mesa County, Colorado",491,585,779,1148,1319
807999999,Mineral County,"Mineral County, Colorado",492,495,643,801,987
808199999,Moffat County,"Moffat County, Colorado",580,584,743,1095,1099
808399999,Montezuma County,"Montezuma County, Colorado",519,542,643,948,1139
808599999,Montrose County,"Montrose County, Colorado",496,574,776,1096,1374
808799999,Morgan County,"Morgan County, Colorado",490,493,643,832,913
808999999,Otero County,"Otero County, Colorado",383,475,643,801,859
809199999,Ouray County,"Ouray County, Colorado",733,738,999,1472,1617
809399999,Park County,"Park County, Colorado",723,893,1156,1696,1967
809599999,Phillips County,"Phillips County, Colorado",479,482,643,801,859
809799999,Pitkin County,"Pitkin County, Colorado",874,1086,1469,1946,1963
809999999,Prowers County,"Prowers County, Colorado",472,475,643,804,875
810199999,Pueblo County,"Pueblo County, Colorado",462,560,733,1049,1132
810399999,Rio Blanco County,"Rio Blanco County, Colorado",509,513,694,1023,1074
810599999,Rio Grande County,"Rio Grande County, Colorado",519,542,643,854,1139
810799999,Routt County,"Routt County, Colorado",661,890,1097,1502,1507
810999999,Saguache County,"Saguache County, Colorado",519,542,643,816,1139
811199999,San Juan County,"San Juan County, Colorado",663,759,1027,1513,1577
811399999,San Miguel County,"San Miguel County, Colorado",812,1049,1284,1866,2220
811599999,Sedgwick County,"Sedgwick County, Colorado",519,542,643,915,918
811799999,Summit County,"Summit County, Colorado",750,1018,1261,1656,2106
811999999,Teller County,"Teller County, Colorado",558,719,899,1298,1302
812199999,Washington County,"Washington County, Colorado",472,475,643,801,868
812399999,Weld County,"Weld County, Colorado",523,611,786,1153,1392
812599999,Yuma County,"Yuma County, Colorado",472,475,643,849,1001
900104720,Bethel town,"Bethel town, Connecticut",1027,1170,1583,1973,2497
900108070,Bridgeport town,"Bridgeport town, Connecticut",803,1008,1283,1679,1818
900108980,Brookfield town,"Brookfield town, Connecticut",1027,1170,1583,1973,2497
900118500,Danbury town,"Danbury town, Connecticut",1027,1170,1583,1973,2497
900118850,Darien town,"Darien town, Connecticut",1291,1564,1943,2420,3010
900123890,Easton town,"Easton town, Connecticut",803,1008,1283,1679,1818
900126620,Fairfield town,"Fairfield town, Connecticut",803,1008,1283,1679,1818
900133620,Greenwich town,"Greenwich town, Connecticut",1291,1564,1943,2420,3010
900148620,Monroe town,"Monroe town, Connecticut",803,1008,1283,1679,1818
900150580,New Canaan town,"New Canaan town, Connecticut",1291,1564,1943,2420,3010
900150860,New Fairfield town,"New Fairfield town, Connecticut",1027,1170,1583,1973,2497
900152980,Newtown town,"Newtown town, Connecticut",1027,1170,1583,1973,2497
900156060,Norwalk town,"Norwalk town, Connecticut",1291,1564,1943,2420,3010
900163480,Redding town,"Redding town, Connecticut",1027,1170,1583,1973,2497
900163970,Ridgefield town,"Ridgefield town, Connecticut",1027,1170,1583,1973,2497
900168170,Shelton town,"Shelton town, Connecticut",803,1008,1283,1679,1818
900168310,Sherman town,"Sherman town, Connecticut",1027,1170,1583,1973,2497
900173070,Stamford town,"Stamford town, Connecticut",1291,1564,1943,2420,3010
900174190,Stratford town,"Stratford town, Connecticut",803,1008,1283,1679,1818
900177200,Trumbull town,"Trumbull town, Connecticut",803,1008,1283,1679,1818
900183430,Weston town,"Weston town, Connecticut",1291,1564,1943,2420,3010
900183500,Westport town,"Westport town, Connecticut",1291,1564,1943,2420,3010
900186370,Wilton town,"Wilton town, Connecticut",1291,1564,1943,2420,3010
900302060,Avon town,"Avon town, Connecticut",732,918,1144,1425,1655
900304300,Berlin town,"Berlin town, Connecticut",732,918,1144,1425,1655
900305910,Bloomfield town,"Bloomfield town, Connecticut",732,918,1144,1425,1655
900308490,Bristol town,"Bristol town, Connecticut",732,918,1144,1425,1655
900310100,Burlington town,"Burlington town, Connecticut",732,918,1144,1425,1655
900312270,Canton town,"Canton town, Connecticut",732,918,1144,1425,1655
900322070,East Granby town,"East Granby town, Connecticut",732,918,1144,1425,1655
900322630,East Hartford town,"East Hartford town, Connecticut",732,918,1144,1425,1655
900324800,East Windsor town,"East Windsor town, Connecticut",732,918,1144,1425,1655
900325990,Enfield town,"Enfield town, Connecticut",732,918,1144,1425,1655
900327600,Farmington town,"Farmington town, Connecticut",732,918,1144,1425,1655
900331240,Glastonbury town,"Glastonbury town, Connecticut",732,918,1144,1425,1655
900332640,Granby town,"Granby town, Connecticut",732,918,1144,1425,1655
900337070,Hartford town,"Hartford town, Connecticut",732,918,1144,1425,1655
900337140,Hartland town,"Hartland town, Connecticut",732,918,1144,1425,1655
900344700,Manchester town,"Manchester town, Connecticut",732,918,1144,1425,1655
900345820,Marlborough town,"Marlborough town, Connecticut",732,918,1144,1425,1655
900350440,New Britain town,"New Britain town, Connecticut",732,918,1144,1425,1655
900352140,Newington town,"Newington town, Connecticut",732,918,1144,1425,1655
900360120,Plainville town,"Plainville town, Connecticut",732,918,1144,1425,1655
900365370,Rocky Hill town,"Rocky Hill town, Connecticut",732,918,1144,1425,1655
900368940,Simsbury town,"Simsbury town, Connecticut",732,918,1144,1425,1655
900370550,Southington town,"Southington town, Connecticut",732,918,1144,1425,1655
900371390,South Windsor town,"South Windsor town, Connecticut",732,918,1144,1425,1655
900374540,Suffield town,"Suffield town, Connecticut",732,918,1144,1425,1655
900382590,West Hartford town,"West Hartford town, Connecticut",732,918,1144,1425,1655
900384900,Wethersfield town,"Wethersfield town, Connecticut",732,918,1144,1425,1655
900387000,Windsor town,"Windsor town, Connecticut",732,918,1144,1425,1655
900387070,Windsor Locks town,"Windsor Locks town, Connecticut",732,918,1144,1425,1655
900502760,Barkhamsted town,"Barkhamsted town, Connecticut",790,802,1030,1305,1548
900504930,Bethlehem town,"Bethlehem town, Connecticut",790,802,1030,1305,1548
900508210,Bridgewater town,"Bridgewater town, Connecticut",790,802,1030,1305,1548
900510940,Canaan town,"Canaan town, Connecticut",790,802,1030,1305,1548
900516050,Colebrook town,"Colebrook town, Connecticut",790,802,1030,1305,1548
900517240,Cornwall town,"Cornwall town, Connecticut",790,802,1030,1305,1548
900532290,Goshen town,"Goshen town, Connecticut",790,802,1030,1305,1548
900537280,Harwinton town,"Harwinton town, Connecticut",790,802,1030,1305,1548
900540290,Kent town,"Kent town, Connecticut",790,802,1030,1305,1548
900543370,Litchfield town,"Litchfield town, Connecticut",790,802,1030,1305,1548
900549460,Morris town,"Morris town, Connecticut",790,802,1030,1305,1548
900551350,New Hartford town,"New Hartford town, Connecticut",790,802,1030,1305,1548
900552630,New Milford town,"New Milford town, Connecticut",790,802,1030,1305,1548
900553470,Norfolk town,"Norfolk town, Connecticut",790,802,1030,1305,1548
900554030,North Canaan town,"North Canaan town, Connecticut",790,802,1030,1305,1548
900560750,Plymouth town,"Plymouth town, Connecticut",790,802,1030,1305,1548
900565930,Roxbury town,"Roxbury town, Connecticut",790,802,1030,1305,1548
900566420,Salisbury town,"Salisbury town, Connecticut",790,802,1030,1305,1548
900567960,Sharon town,"Sharon town, Connecticut",790,802,1030,1305,1548
900575730,Thomaston town,"Thomaston town, Connecticut",790,802,1030,1305,1548
900576570,Torrington town,"Torrington town, Connecticut",790,802,1030,1305,1548
900579510,Warren town,"Warren town, Connecticut",790,802,1030,1305,1548
900579720,Washington town,"Washington town, Connecticut",790,802,1030,1305,1548
900580490,Watertown town,"Watertown town, Connecticut",790,802,1030,1305,1548
900586440,Winchester town,"Winchester town, Connecticut",790,802,1030,1305,1548
900587910,Woodbury town,"Woodbury town, Connecticut",790,802,1030,1305,1548
900714300,Chester town,"Chester town, Connecticut",732,918,1144,1425,1655
900715350,Clinton town,"Clinton town, Connecticut",891,897,1214,1689,1695
900718080,Cromwell town,"Cromwell town, Connecticut",732,918,1144,1425,1655
900719130,Deep River town,"Deep River town, Connecticut",891,897,1214,1689,1695
900720810,Durham town,"Durham town, Connecticut",732,918,1144,1425,1655
900722280,East Haddam town,"East Haddam town, Connecticut",732,918,1144,1425,1655
900722490,East Hampton town,"East Hampton town, Connecticut",732,918,1144,1425,1655
900726270,Essex town,"Essex town, Connecticut",891,897,1214,1689,1695
900735230,Haddam town,"Haddam town, Connecticut",732,918,1144,1425,1655
900740710,Killingworth town,"Killingworth town, Connecticut",891,897,1214,1689,1695
900747080,Middlefield town,"Middlefield town, Connecticut",732,918,1144,1425,1655
