Geo_FIPS,Geo_NAME,Geo_QNAME,SE_T006_001,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005
106399999,Greene County,"Greene County, Alabama",474,538,612,815,837
106599999,Hale County,"Hale County, Alabama",719,737,885,1131,1199
106799999,Henry County,"Henry County, Alabama",479,520,612,815,1075
106999999,Houston County,"Houston County, Alabama",503,506,666,875,995
107199999,Jackson County,"Jackson County, Alabama",422,550,647,806,876
107399999,Jefferson County,"Jefferson County, Alabama",804,861,986,1291,1425
107599999,Lamar County,"Lamar County, Alabama",474,538,612,875,878
107799999,Lauderdale County,"Lauderdale County, Alabama",498,565,714,913,1191
107999999,Lawrence County,"Lawrence County, Alabama",480,546,687,889,950
108199999,Lee County,"Lee County, Alabama",564,623,811,1066,1242
108399999,Limestone County,"Limestone County, Alabama",567,660,782,1040,1373
108599999,Lowndes County,"Lowndes County, Alabama",583,702,830,1047,1425
108799999,Macon County,"Macon County, Alabama",480,484,637,794,1115
108999999,Madison County,"Madison County, Alabama",567,660,782,1040,1373
109199999,Marengo County,"Marengo County, Alabama",474,538,612,883,1075
109399999,Marion County,"Marion County, Alabama",462,465,612,820,1027
109599999,Marshall County,"Marshall County, Alabama",478,481,633,854,858
109799999,Mobile County,"Mobile County, Alabama",693,699,874,1161,1288
109999999,Monroe County,"Monroe County, Alabama",474,538,612,763,876
110199999,Montgomery County,"Montgomery County, Alabama",583,702,830,1047,1425
110399999,Morgan County,"Morgan County, Alabama",480,546,687,889,950
110599999,Perry County,"Perry County, Alabama",522,538,612,778,892
110799999,Pickens County,"Pickens County, Alabama",486,489,612,826,829
110999999,Pike County,"Pike County, Alabama",455,546,622,843,892
111199999,Randolph County,"Randolph County, Alabama",474,537,612,838,841
111399999,Russell County,"Russell County, Alabama",594,670,790,1062,1387
111599999,St. Clair County,"St. Clair County, Alabama",804,861,986,1291,1425
111799999,Shelby County,"Shelby County, Alabama",804,861,986,1291,1425
111999999,Sumter County,"Sumter County, Alabama",557,561,739,921,1001
112199999,Talladega County,"Talladega County, Alabama",486,489,644,829,911
112399999,Tallapoosa County,"Tallapoosa County, Alabama",507,517,612,872,1031
112599999,Tuscaloosa County,"Tuscaloosa County, Alabama",719,737,885,1131,1199
112799999,Walker County,"Walker County, Alabama",566,570,751,936,1044
112999999,Washington County,"Washington County, Alabama",478,489,618,794,837
113199999,Wilcox County,"Wilcox County, Alabama",474,538,612,874,878
113399999,Winston County,"Winston County, Alabama",462,465,612,883,898
201399999,Aleutians East Borough,"Aleutians East Borough, Alaska",845,913,1203,1499,1630
201699999,Aleutians West Census Area,"Aleutians West Census Area, Alaska",1144,1333,1755,2187,2612
202099999,Anchorage Municipality,"Anchorage Municipality, Alaska",935,991,1305,1883,2291
205099999,Bethel Census Area,"Bethel Census Area, Alaska",1234,1483,1688,2104,2287
206099999,Bristol Bay Borough,"Bristol Bay Borough, Alaska",844,954,1202,1622,1628
206899999,Denali Borough,"Denali Borough, Alaska",1081,1184,1539,1918,2291
207099999,Dillingham Census Area,"Dillingham Census Area, Alaska",952,1154,1393,1893,1908
209099999,Fairbanks North Star Borough,"Fairbanks North Star Borough, Alaska",863,1006,1325,1911,2326
210099999,Haines Borough,"Haines Borough, Alaska",742,813,1057,1457,1573
210599999,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, Alaska",644,869,989,1332,1340
211099999,Juneau City and Borough,"Juneau City and Borough, Alaska",966,1154,1482,2132,2602
212299999,Kenai Peninsula Borough,"Kenai Peninsula Borough, Alaska",896,905,1192,1604,1723
213099999,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, Alaska",921,1074,1414,1917,2455
215099999,Kodiak Island Borough,"Kodiak Island Borough, Alaska",1019,1087,1432,2066,2074
215899999,Kusilvak Census Area,"Kusilvak Census Area, Alaska",662,732,943,1175,1277
216499999,Lake and Peninsula Borough,"Lake and Peninsula Borough, Alaska",637,726,907,1194,1592
217099999,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, Alaska",741,792,1043,1505,1831
218099999,Nome Census Area,"Nome Census Area, Alaska",1281,1398,1685,2100,2283
218599999,North Slope Borough,"North Slope Borough, Alaska",1111,1190,1482,1847,2008
218899999,Northwest Arctic Borough,"Northwest Arctic Borough, Alaska",1205,1213,1412,1906,1913
219599999,Petersburg Borough,"Petersburg Borough, Alaska",767,957,1177,1467,1860
219899999,Prince of Wales-Hyder Census Area,"Prince of Wales-Hyder Census Area, Alaska",810,847,1115,1389,1510
222099999,Sitka City and Borough,"Sitka City and Borough, Alaska",950,1085,1293,1846,2233
223099999,Skagway Municipality,"Skagway Municipality, Alaska",995,1177,1380,1797,2054
224099999,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, Alaska",911,1102,1297,1871,1951
226199999,Valdez-Cordova Census Area,"Valdez-Cordova Census Area, Alaska",809,1090,1241,1546,1847
227599999,Wrangell City and Borough,"Wrangell City and Borough, Alaska",764,766,1009,1307,1502
228299999,Yakutat City and Borough,"Yakutat City and Borough, Alaska",863,933,1229,1532,1829
229099999,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, Alaska",573,717,816,1177,1433
400199999,Apache County,"Apache County, Arizona",502,589,723,980,1117
400399999,Cochise County,"Cochise County, Arizona",654,658,857,1236,1505
400599999,Coconino County,"Coconino County, Arizona",964,1024,1266,1653,2003
400799999,Gila County,"Gila County, Arizona",697,700,922,1244,1249
400999999,Graham County,"Graham County, Arizona",590,727,853,1231,1362
401199999,Greenlee County,"Greenlee County, Arizona",494,627,714,937,1036
401299999,La Paz County,"La Paz County, Arizona",593,651,857,1162,1212
401399999,Maricopa County,"Maricopa County, Arizona",847,958,1173,1676,1916
401599999,Mohave County,"Mohave County, Arizona",630,698,871,1256,1385
401799999,Navajo County,"Navajo County, Arizona",585,618,802,1087,1162
401999999,Pima County,"Pima County, Arizona",618,721,949,1369,1618
402199999,Pinal County,"Pinal County, Arizona",847,958,1173,1676,1916
402399999,Santa Cruz County,"Santa Cruz County, Arizona",533,571,752,1015,1019
402599999,Yavapai County,"Yavapai County, Arizona",714,781,1026,1438,1501
402799999,Yuma County,"Yuma County, Arizona",572,621,816,1177,1433
500199999,Arkansas County,"Arkansas County, Arkansas",468,487,642,847,907
500399999,Ashley County,"Ashley County, Arkansas",459,543,630,853,853
500599999,Baxter County,"Baxter County, Arkansas",478,531,699,871,947
500799999,Benton County,"Benton County, Arkansas",584,630,807,1149,1417
500999999,Boone County,"Boone County, Arkansas",459,503,630,909,969
501199999,Bradley County,"Bradley County, Arkansas",459,520,630,801,1074
501399999,Calhoun County,"Calhoun County, Arkansas",493,531,677,844,976
501599999,Carroll County,"Carroll County, Arkansas",485,507,638,795,876
501799999,Chicot County,"Chicot County, Arkansas",459,553,630,849,960
501999999,Clark County,"Clark County, Arkansas",434,518,630,829,988
502199999,Clay County,"Clay County, Arkansas",459,478,630,807,1106
502399999,Cleburne County,"Cleburne County, Arkansas",495,516,680,877,949
502599999,Cleveland County,"Cleveland County, Arkansas",519,541,713,891,1104
502799999,Columbia County,"Columbia County, Arkansas",499,504,630,848,992
502999999,Conway County,"Conway County, Arkansas",436,478,630,820,932
503199999,Craighead County,"Craighead County, Arkansas",517,628,793,1088,1249
503399999,Crawford County,"Crawford County, Arkansas",498,521,686,950,1121
503599999,Crittenden County,"Crittenden County, Arkansas",665,755,884,1203,1374
503799999,Cross County,"Cross County, Arkansas",499,520,685,866,1019
503999999,Dallas County,"Dallas County, Arkansas",459,478,630,878,882
504199999,Desha County,"Desha County, Arkansas",459,478,630,853,908
504399999,Drew County,"Drew County, Arkansas",459,478,630,841,872
504599999,Faulkner County,"Faulkner County, Arkansas",640,688,804,1082,1267
504799999,Franklin County,"Franklin County, Arkansas",459,553,630,786,908
504999999,Fulton County,"Fulton County, Arkansas",459,478,630,887,978
505199999,Garland County,"Garland County, Arkansas",554,586,772,971,1202
505399999,Grant County,"Grant County, Arkansas",566,608,709,884,1006
505599999,Greene County,"Greene County, Arkansas",505,608,693,976,1147
505799999,Hempstead County,"Hempstead County, Arkansas",468,488,643,801,902
505999999,Hot Spring County,"Hot Spring County, Arkansas",461,520,633,831,1044
506199999,Howard County,"Howard County, Arkansas",464,500,630,802,908
506399999,Independence County,"Independence County, Arkansas",485,501,660,822,894
506599999,Izard County,"Izard County, Arkansas",433,478,630,811,853
506799999,Jackson County,"Jackson County, Arkansas",453,478,630,785,948
506999999,Jefferson County,"Jefferson County, Arkansas",519,541,713,891,1104
507199999,Johnson County,"Johnson County, Arkansas",454,487,642,817,963
507399999,Lafayette County,"Lafayette County, Arkansas",459,516,630,835,972
507599999,Lawrence County,"Lawrence County, Arkansas",459,485,630,836,993
507799999,Lee County,"Lee County, Arkansas",459,482,630,909,1028
507999999,Lincoln County,"Lincoln County, Arkansas",519,541,713,891,1104
508199999,Little River County,"Little River County, Arkansas",475,478,630,892,1106
508399999,Logan County,"Logan County, Arkansas",459,525,630,791,853
508599999,Lonoke County,"Lonoke County, Arkansas",640,688,804,1082,1267
508799999,Madison County,"Madison County, Arkansas",584,630,807,1149,1417
508999999,Marion County,"Marion County, Arkansas",422,503,630,785,1074
509199999,Miller County,"Miller County, Arkansas",611,624,792,996,1286
509399999,Mississippi County,"Mississippi County, Arkansas",420,490,645,811,874
509599999,Monroe County,"Monroe County, Arkansas",459,505,630,843,1026
509799999,Montgomery County,"Montgomery County, Arkansas",491,494,630,854,1106
509999999,Nevada County,"Nevada County, Arkansas",533,556,732,912,1056
510199999,Newton County,"Newton County, Arkansas",459,478,630,905,908
510399999,Ouachita County,"Ouachita County, Arkansas",538,541,630,850,853
510599999,Perry County,"Perry County, Arkansas",640,688,804,1082,1267
510799999,Phillips County,"Phillips County, Arkansas",433,478,630,898,1106
510999999,Pike County,"Pike County, Arkansas",538,553,630,824,1041
511199999,Poinsett County,"Poinsett County, Arkansas",475,478,630,833,911
511399999,Polk County,"Polk County, Arkansas",418,496,630,785,1060
511599999,Pope County,"Pope County, Arkansas",480,498,656,946,973
511799999,Prairie County,"Prairie County, Arkansas",459,478,630,785,908
511999999,Pulaski County,"Pulaski County, Arkansas",640,688,804,1082,1267
512199999,Randolph County,"Randolph County, Arkansas",459,478,630,817,908
512399999,St. Francis County,"St. Francis County, Arkansas",425,478,630,909,1086
512599999,Saline County,"Saline County, Arkansas",640,688,804,1082,1267
512799999,Scott County,"Scott County, Arkansas",459,478,630,785,908
512999999,Searcy County,"Searcy County, Arkansas",459,500,630,883,908
513199999,Sebastian County,"Sebastian County, Arkansas",498,521,686,950,1121
513399999,Sevier County,"Sevier County, Arkansas",410,526,630,785,908
513599999,Sharp County,"Sharp County, Arkansas",410,482,630,836,945
513799999,Stone County,"Stone County, Arkansas",461,481,633,789,858
513999999,Union County,"Union County, Arkansas",539,555,632,901,1105
514199999,Van Buren County,"Van Buren County, Arkansas",468,488,643,801,871
514399999,Washington County,"Washington County, Arkansas",584,630,807,1149,1417
514599999,White County,"White County, Arkansas",494,537,678,943,1190
514799999,Woodruff County,"Woodruff County, Arkansas",418,490,630,785,853
514999999,Yell County,"Yell County, Arkansas",534,536,630,832,996
600199999,Alameda County,"Alameda County, California",1488,1808,2239,3042,3720
600399999,Alpine County,"Alpine County, California",685,778,1014,1457,1617
600599999,Amador County,"Amador County, California",851,856,1128,1627,1908
600799999,Butte County,"Butte County, California",761,842,1090,1567,1881
600999999,Calaveras County,"Calaveras County, California",668,849,988,1425,1735
601199999,Colusa County,"Colusa County, California",634,712,938,1353,1647
601399999,Contra Costa County,"Contra Costa County, California",1488,1808,2239,3042,3720
601599999,Del Norte County,"Del Norte County, California",661,775,978,1369,1571
601799999,El Dorado County,"El Dorado County, California",952,1072,1349,1946,2368
601999999,Fresno County,"Fresno County, California",691,787,980,1395,1621
602199999,Glenn County,"Glenn County, California",597,670,883,1100,1196
602399999,Humboldt County,"Humboldt County, California",687,806,1040,1500,1797
602599999,Imperial County,"Imperial County, California",669,781,1027,1365,1744
602799999,Inyo County,"Inyo County, California",783,788,973,1313,1318
602999999,Kern County,"Kern County, California",711,726,946,1365,1624
603199999,Kings County,"Kings County, California",841,861,1064,1535,1647
603399999,Lake County,"Lake County, California",662,773,1016,1466,1567
603599999,Lassen County,"Lassen County, California",609,684,901,1300,1403
603799999,Los Angeles County,"Los Angeles County, California",1279,1517,1956,2614,2857
603999999,Madera County,"Madera County, California",833,839,1105,1584,1717
604199999,Marin County,"Marin County, California",2197,2720,3339,4365,4657
604399999,Mariposa County,"Mariposa County, California",716,804,1059,1376,1859
604599999,Mendocino County,"Mendocino County, California",805,892,1173,1659,1932
604799999,Merced County,"Merced County, California",651,782,947,1366,1652
604999999,Modoc County,"Modoc County, California",520,585,770,1062,1228
605199999,Mono County,"Mono County, California",872,979,1290,1699,2058
605399999,Monterey County,"Monterey County, California",1334,1467,1810,2606,2834
605599999,Napa County,"Napa County, California",1225,1427,1880,2712,2803
605799999,Nevada County,"Nevada County, California",856,998,1314,1896,2052
605999999,Orange County,"Orange County, California",1563,1785,2216,3098,3578
606199999,Placer County,"Placer County, California",952,1072,1349,1946,2368
606399999,Plumas County,"Plumas County, California",619,722,916,1250,1453
606599999,Riverside County,"Riverside County, California",875,1030,1289,1789,2216
606799999,Sacramento County,"Sacramento County, California",952,1072,1349,1946,2368
606999999,San Benito County,"San Benito County, California",1290,1298,1710,2467,3002
607199999,San Bernardino County,"San Bernardino County, California",875,1030,1289,1789,2216
607399999,San Diego County,"San Diego County, California",1404,1566,2037,2894,3576
607599999,San Francisco County,"San Francisco County, California",2197,2720,3339,4365,4657
607799999,San Joaquin County,"San Joaquin County, California",745,869,1144,1650,2009
607999999,San Luis Obispo County,"San Luis Obispo County, California",1153,1275,1657,2390,2909
608199999,San Mateo County,"San Mateo County, California",2197,2720,3339,4365,4657
608399999,Santa Barbara County,"Santa Barbara County, California",1684,1964,2324,3101,3572
608599999,Santa Clara County,"Santa Clara County, California",2103,2458,2970,3943,4525
608799999,Santa Cruz County,"Santa Cruz County, California",1641,1913,2519,3342,3746
608999999,Shasta County,"Shasta County, California",630,744,966,1394,1696
609199999,Sierra County,"Sierra County, California",858,975,1270,1825,2026
609399999,Siskiyou County,"Siskiyou County, California",591,650,856,1218,1344
609599999,Solano County,"Solano County, California",1124,1318,1589,2292,2790
609799999,Sonoma County,"Sonoma County, California",1302,1489,1949,2798,3302
609999999,Stanislaus County,"Stanislaus County, California",788,885,1105,1567,1846
610199999,Sutter County,"Sutter County, California",838,844,1087,1568,1908
610399999,Tehama County,"Tehama County, California",649,689,908,1216,1304
610599999,Trinity County,"Trinity County, California",576,684,852,1229,1359
610799999,Tulare County,"Tulare County, California",710,714,941,1312,1534
610999999,Tuolumne County,"Tuolumne County, California",694,827,1015,1453,1774
611199999,Ventura County,"Ventura County, California",1266,1503,1943,2709,3243
611399999,Yolo County,"Yolo County, California",1010,1066,1404,2025,2432
611599999,Yuba County,"Yuba County, California",838,844,1087,1568,1908
800199999,Adams County,"Adams County, Colorado",1114,1260,1566,2163,2488
800399999,Alamosa County,"Alamosa County, Colorado",606,609,749,984,1162
800599999,Arapahoe County,"Arapahoe County, Colorado",1114,1260,1566,2163,2488
800799999,Archuleta County,"Archuleta County, Colorado",693,698,919,1171,1605
800999999,Baca County,"Baca County, Colorado",606,609,714,1030,1254
801199999,Bent County,"Bent County, Colorado",594,597,714,890,967
801399999,Boulder County,"Boulder County, Colorado",1273,1412,1717,2381,2686
801499999,Broomfield County,"Broomfield County, Colorado",1114,1260,1566,2163,2488
801599999,Chaffee County,"Chaffee County, Colorado",536,722,822,1149,1275
801799999,Cheyenne County,"Cheyenne County, Colorado",539,542,714,914,1107
801999999,Clear Creek County,"Clear Creek County, Colorado",1114,1260,1566,2163,2488
802199999,Conejos County,"Conejos County, Colorado",572,576,714,920,967
802399999,Costilla County,"Costilla County, Colorado",572,576,714,890,1107
802599999,Crowley County,"Crowley County, Colorado",587,596,732,975,992
802799999,Custer County,"Custer County, Colorado",562,566,745,970,1308
802999999,Delta County,"Delta County, Colorado",664,668,880,1118,1192
803199999,Denver County,"Denver County, Colorado",1114,1260,1566,2163,2488
803399999,Dolores County,"Dolores County, Colorado",609,627,714,1030,1107
803599999,Douglas County,"Douglas County, Colorado",1114,1260,1566,2163,2488
803799999,Eagle County,"Eagle County, Colorado",934,1120,1434,1787,1943
803999999,Elbert County,"Elbert County, Colorado",1114,1260,1566,2163,2488
804199999,El Paso County,"El Paso County, Colorado",743,897,1141,1646,2003
804399999,Fremont County,"Fremont County, Colorado",593,597,786,1121,1202
804599999,Garfield County,"Garfield County, Colorado",866,872,1140,1551,1982
804799999,Gilpin County,"Gilpin County, Colorado",1114,1260,1566,2163,2488
804999999,Grand County,"Grand County, Colorado",660,769,1013,1356,1730
805199999,Gunnison County,"Gunnison County, Colorado",718,722,874,1243,1534
805399999,Hinsdale County,"Hinsdale County, Colorado",552,676,769,1049,1193
805599999,Huerfano County,"Huerfano County, Colorado",589,593,733,913,1137
805799999,Jackson County,"Jackson County, Colorado",685,689,855,1166,1326
805999999,Jefferson County,"Jefferson County, Colorado",1114,1260,1566,2163,2488
806199999,Kiowa County,"Kiowa County, Colorado",685,689,855,1166,1326
806399999,Kit Carson County,"Kit Carson County, Colorado",549,553,728,997,1278
806599999,Lake County,"Lake County, Colorado",670,682,787,1119,1206
806799999,La Plata County,"La Plata County, Colorado",824,864,983,1418,1522
806999999,Larimer County,"Larimer County, Colorado",906,1014,1244,1795,2184
807199999,Las Animas County,"Las Animas County, Colorado",587,591,778,1122,1159
807399999,Lincoln County,"Lincoln County, Colorado",572,576,758,981,1331
807599999,Logan County,"Logan County, Colorado",628,632,748,1079,1225
807799999,Mesa County,"Mesa County, Colorado",713,786,1035,1493,1817
807999999,Mineral County,"Mineral County, Colorado",685,689,855,1166,1326
808199999,Moffat County,"Moffat County, Colorado",621,638,762,1019,1277
808399999,Montezuma County,"Montezuma County, Colorado",594,598,787,1039,1311
808599999,Montrose County,"Montrose County, Colorado",616,620,817,1151,1155
808799999,Morgan County,"Morgan County, Colorado",515,601,791,997,1187
808999999,Otero County,"Otero County, Colorado",570,574,756,942,1173
809199999,Ouray County,"Ouray County, Colorado",755,880,1159,1444,1798
809399999,Park County,"Park County, Colorado",1114,1260,1566,2163,2488
809599999,Phillips County,"Phillips County, Colorado",539,542,714,963,1076
809799999,Pitkin County,"Pitkin County, Colorado",1029,1199,1579,2131,2139
809999999,Prowers County,"Prowers County, Colorado",609,627,714,926,1137
810199999,Pueblo County,"Pueblo County, Colorado",632,636,838,1140,1321
810399999,Rio Blanco County,"Rio Blanco County, Colorado",608,612,806,1071,1103
810599999,Rio Grande County,"Rio Grande County, Colorado",572,576,714,975,995
810799999,Routt County,"Routt County, Colorado",926,932,1228,1691,2061
810999999,Saguache County,"Saguache County, Colorado",539,542,714,964,967
811199999,San Juan County,"San Juan County, Colorado",774,778,1004,1258,1538
811399999,San Miguel County,"San Miguel County, Colorado",884,1030,1357,1877,2105
811599999,Sedgwick County,"Sedgwick County, Colorado",539,542,714,890,1162
811799999,Summit County,"Summit County, Colorado",1086,1098,1414,1762,2193
811999999,Teller County,"Teller County, Colorado",727,847,1116,1610,1858
812199999,Washington County,"Washington County, Colorado",609,627,714,890,1107
812399999,Weld County,"Weld County, Colorado",709,845,1046,1509,1833
812599999,Yuma County,"Yuma County, Colorado",539,542,714,1021,1046
900104720,Bethel town,"Bethel town, Connecticut",1140,1360,1749,2187,2680
900108070,Bridgeport town,"Bridgeport town, Connecticut",878,1077,1346,1706,2114
900108980,Brookfield town,"Brookfield town, Connecticut",1140,1360,1749,2187,2680
900118500,Danbury town,"Danbury town, Connecticut",1140,1360,1749,2187,2680
900118850,Darien town,"Darien town, Connecticut",1356,1701,2079,2616,2926
900123890,Easton town,"Easton town, Connecticut",878,1077,1346,1706,2114
900126620,Fairfield town,"Fairfield town, Connecticut",878,1077,1346,1706,2114
900133620,Greenwich town,"Greenwich town, Connecticut",1356,1701,2079,2616,2926
900148620,Monroe town,"Monroe town, Connecticut",878,1077,1346,1706,2114
900150580,New Canaan town,"New Canaan town, Connecticut",1356,1701,2079,2616,2926
900150860,New Fairfield town,"New Fairfield town, Connecticut",1140,1360,1749,2187,2680
900152980,Newtown town,"Newtown town, Connecticut",1140,1360,1749,2187,2680
900156060,Norwalk town,"Norwalk town, Connecticut",1356,1701,2079,2616,2926
900163480,Redding town,"Redding town, Connecticut",1140,1360,1749,2187,2680
900163970,Ridgefield town,"Ridgefield town, Connecticut",1140,1360,1749,2187,2680
900168170,Shelton town,"Shelton town, Connecticut",878,1077,1346,1706,2114
900168310,Sherman town,"Sherman town, Connecticut",1140,1360,1749,2187,2680
900173070,Stamford town,"Stamford town, Connecticut",1356,1701,2079,2616,2926
900174190,Stratford town,"Stratford town, Connecticut",878,1077,1346,1706,2114
900177200,Trumbull town,"Trumbull town, Connecticut",878,1077,1346,1706,2114
900183430,Weston town,"Weston town, Connecticut",1356,1701,2079,2616,2926
900183500,Westport town,"Westport town, Connecticut",1356,1701,2079,2616,2926
900186370,Wilton town,"Wilton town, Connecticut",1356,1701,2079,2616,2926
900302060,Avon town,"Avon town, Connecticut",801,993,1230,1533,1757
900304300,Berlin town,"Berlin town, Connecticut",801,993,1230,1533,1757
900305910,Bloomfield town,"Bloomfield town, Connecticut",801,993,1230,1533,1757
900308490,Bristol town,"Bristol town, Connecticut",801,993,1230,1533,1757
900310100,Burlington town,"Burlington town, Connecticut",801,993,1230,1533,1757
900312270,Canton town,"Canton town, Connecticut",801,993,1230,1533,1757
900322070,East Granby town,"East Granby town, Connecticut",801,993,1230,1533,1757
900322630,East Hartford town,"East Hartford town, Connecticut",801,993,1230,1533,1757
900324800,East Windsor town,"East Windsor town, Connecticut",801,993,1230,1533,1757
900325990,Enfield town,"Enfield town, Connecticut",801,993,1230,1533,1757
900327600,Farmington town,"Farmington town, Connecticut",801,993,1230,1533,1757
900331240,Glastonbury town,"Glastonbury town, Connecticut",801,993,1230,1533,1757
900332640,Granby town,"Granby town, Connecticut",801,993,1230,1533,1757
900337070,Hartford town,"Hartford town, Connecticut",801,993,1230,1533,1757
900337140,Hartland town,"Hartland town, Connecticut",801,993,1230,1533,1757
900344700,Manchester town,"Manchester town, Connecticut",801,993,1230,1533,1757
900345820,Marlborough town,"Marlborough town, Connecticut",801,993,1230,1533,1757
900350440,New Britain town,"New Britain town, Connecticut",801,993,1230,1533,1757
900352140,Newington town,"Newington town, Connecticut",801,993,1230,1533,1757
900360120,Plainville town,"Plainville town, Connecticut",801,993,1230,1533,1757
900365370,Rocky Hill town,"Rocky Hill town, Connecticut",801,993,1230,1533,1757
900368940,Simsbury town,"Simsbury town, Connecticut",801,993,1230,1533,1757
900370550,Southington town,"Southington town, Connecticut",801,993,1230,1533,1757
900371390,South Windsor town,"South Windsor town, Connecticut",801,993,1230,1533,1757
900374540,Suffield town,"Suffield town, Connecticut",801,993,1230,1533,1757
900382590,West Hartford town,"West Hartford town, Connecticut",801,993,1230,1533,1757
900384900,Wethersfield town,"Wethersfield town, Connecticut",801,993,1230,1533,1757
900387000,Windsor town,"Windsor town, Connecticut",801,993,1230,1533,1757
900387070,Windsor Locks town,"Windsor Locks town, Connecticut",801,993,1230,1533,1757
900502760,Barkhamsted town,"Barkhamsted town, Connecticut",770,916,1180,1502,1599
900504930,Bethlehem town,"Bethlehem town, Connecticut",770,916,1180,1502,1599
900508210,Bridgewater town,"Bridgewater town, Connecticut",770,916,1180,1502,1599
900510940,Canaan town,"Canaan town, Connecticut",770,916,1180,1502,1599
900516050,Colebrook town,"Colebrook town, Connecticut",770,916,1180,1502,1599
900517240,Cornwall town,"Cornwall town, Connecticut",770,916,1180,1502,1599
900532290,Goshen town,"Goshen town, Connecticut",770,916,1180,1502,1599
900537280,Harwinton town,"Harwinton town, Connecticut",770,916,1180,1502,1599
900540290,Kent town,"Kent town, Connecticut",770,916,1180,1502,1599
900543370,Litchfield town,"Litchfield town, Connecticut",770,916,1180,1502,1599
900549460,Morris town,"Morris town, Connecticut",770,916,1180,1502,1599
900551350,New Hartford town,"New Hartford town, Connecticut",770,916,1180,1502,1599
900552630,New Milford town,"New Milford town, Connecticut",770,916,1180,1502,1599
900553470,Norfolk town,"Norfolk town, Connecticut",770,916,1180,1502,1599
900554030,North Canaan town,"North Canaan town, Connecticut",770,916,1180,1502,1599
900560750,Plymouth town,"Plymouth town, Connecticut",770,916,1180,1502,1599
900565930,Roxbury town,"Roxbury town, Connecticut",770,916,1180,1502,1599
900566420,Salisbury town,"Salisbury town, Connecticut",770,916,1180,1502,1599
900567960,Sharon town,"Sharon town, Connecticut",770,916,1180,1502,1599
900575730,Thomaston town,"Thomaston town, Connecticut",770,916,1180,1502,1599
900576570,Torrington town,"Torrington town, Connecticut",770,916,1180,1502,1599
900579510,Warren town,"Warren town, Connecticut",770,916,1180,1502,1599
900579720,Washington town,"Washington town, Connecticut",770,916,1180,1502,1599
900580490,Watertown town,"Watertown town, Connecticut",770,916,1180,1502,1599
900586440,Winchester town,"Winchester town, Connecticut",770,916,1180,1502,1599
900587910,Woodbury town,"Woodbury town, Connecticut",770,916,1180,1502,1599
900714300,Chester town,"Chester town, Connecticut",801,993,1230,1533,1757
900715350,Clinton town,"Clinton town, Connecticut",944,1100,1449,2090,2544
900718080,Cromwell town,"Cromwell town, Connecticut",801,993,1230,1533,1757
900719130,Deep River town,"Deep River town, Connecticut",944,1100,1449,2090,2544
900720810,Durham town,"Durham town, Connecticut",801,993,1230,1533,1757
900722280,East Haddam town,"East Haddam town, Connecticut",801,993,1230,1533,1757
